,data,fonte,id,descricao,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities
2798,2023-11-04 19:06:49.657780,Viva Real,2661652695,"Ponto comercial/Loja/Box    para Aluguel, 130m²","Avenida Santa Catarina - Balneário, Florianópolis - SC",Avenida Santa Catarina ,, Balneário,florianopolis,10060,Mês,,130,2,,1,https://vivareal.com.br/imovel/balneario-bairros-florianopolis-com-garagem-130m2-aluguel-RS10060-id-2661652695/,Garagem; Cozinha
2799,2023-11-04 19:06:49.659727,Viva Real,2534388928,"Ponto comercial/Loja/Box    para Aluguel, 12m²","Rua Patrício Farias, 55 - Itacorubi, Florianópolis - SC",Rua Patrício Farias,55, Itacorubi,florianopolis,150,Mês,,12,,,1,https://vivareal.com.br/imovel/ponto-comercial-itacorubi-bairros-florianopolis-com-garagem-12m2-aluguel-RS150-id-2534388928/,Elevador; Interfone
2800,2023-11-04 19:06:49.661602,Viva Real,2566040499,Casa de condomínio com 4 Quartos para Venda/Aluguel 350m²,"Morro das Pedras, Florianópolis - SC",,,Morro das Pedras,florianopolis,15000,Mês,2600,350,6,4,6,https://vivareal.com.br/imovel/casa-de-condominio-4-quartos-morro-das-pedras-bairros-florianopolis-com-garagem-350m2-venda-RS5980000-id-2566040499/,Piscina; Mobiliado; Churrasqueira; Condomínio fechado; Varanda; ...
2801,2023-11-04 19:06:49.663662,Viva Real,2666601798,"Apartamento com 3 Quartos para Aluguel, 167m²","Centro, Florianópolis - SC",,,Centro,florianopolis,17214,Mês,148928,167,4,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-167m2-aluguel-RS17214-id-2666601798/,
2802,2023-11-04 19:06:49.665496,Viva Real,2655123716,"Apartamento com 2 Quartos para Aluguel, 101m²","Rua Frei Caneca, 564 - Agronômica, Florianópolis - SC",Rua Frei Caneca,564, Agronômica,florianopolis,3800,Mês,680,101,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-101m2-aluguel-RS3800-id-2655123716/,Elevador; Playground; Quadra poliesportiva; Interfone; Área de serviço
2803,2023-11-04 19:06:49.667323,Viva Real,2521984591,"Casa    para Aluguel, 174m²","Rua Santos Lostada, 133 - Coqueiros, Florianópolis - SC",Rua Santos Lostada,133, Coqueiros,florianopolis,6900,Mês,,174,2,,2,https://vivareal.com.br/imovel/casa-coqueiros-bairros-florianopolis-com-garagem-174m2-aluguel-RS6900-id-2521984591/,Churrasqueira; Varanda; Área de serviço
2804,2023-11-04 19:06:49.669196,Viva Real,2656446067,"Sala/Conjunto    para Aluguel, 33m²","Avenida das Raias, 261 - Jurerê Internacional, Florianópolis - SC",Avenida das Raias,261, Jurerê Internacional,florianopolis,3400,Mês,,33,1,,1,https://vivareal.com.br/imovel/sala-comercial-jurere-internacional-bairros-florianopolis-com-garagem-33m2-aluguel-RS3400-id-2656446067/,Câmera de segurança; Hall de entrada; Salão de convenção; Escritório; Ar-condicionado
2805,2023-11-04 19:06:49.671438,Viva Real,2619018339,"Sala/Conjunto    para Aluguel, 25m²","Saco Grande, Florianópolis - SC",,,Saco Grande,florianopolis,1350,Mês,,25,1,,1,https://vivareal.com.br/imovel/sala-comercial-saco-grande-bairros-florianopolis-com-garagem-25m2-aluguel-RS1350-id-2619018339/,
2806,2023-11-04 19:06:49.673477,Viva Real,2655773120,"Apartamento com 3 Quartos para Aluguel, 80m²","Avenida Trompowsky, 224 - Centro, Florianópolis - SC",Avenida Trompowsky,224, Centro,florianopolis,6500,Mês,780,80,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-80m2-aluguel-RS6500-id-2655773120/,Elevador; Academia; Interfone; Mobiliado; Área de serviço
2807,2023-11-04 19:06:49.675348,Viva Real,2651802175,"Sala/Conjunto    para Aluguel, 43m²","Rua Saldanha Marinho - Centro, Florianópolis - SC",Rua Saldanha Marinho ,, Centro,florianopolis,1200,Mês,,43,1,,1,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-43m2-aluguel-RS1200-id-2651802175/,Elevador; Ar-condicionado
2808,2023-11-04 19:06:49.677117,Viva Real,2662640883,"Casa de condomínio com 3 Quartos para Aluguel, 140m²","Barra da Lagoa, Florianópolis - SC",,,Barra da Lagoa,florianopolis,7200,Mês,1000,140,3,3,3,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-barra-da-lagoa-bairros-florianopolis-com-garagem-140m2-aluguel-RS7200-id-2662640883/,Armário na cozinha; Área de serviço
2809,2023-11-04 19:06:49.678944,Viva Real,1040125696,Casa com 4 Quartos à Venda/Aluguel 500m²,"Rua dos Peixes-Serra - Jurerê Internacional, Florianópolis - SC",Serra ,, Jurerê Internacional,florianopolis,5500,Dia,,500,4,4,4,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-500m2-venda-RS10700000-id-1040125696/,Piscina; Mobiliado; Churrasqueira; Quintal; Espaço gourmet; ...
2810,2023-11-04 19:06:49.681047,Viva Real,2657451270,"Casa com 4 Quartos para Aluguel, 450m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,4500,Dia,,450,4,4,4,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-450m2-aluguel-RS4500-id-2657451270/,Piscina; Mobiliado; Churrasqueira; Ar-condicionado; Lareira; ...
2811,2023-11-04 19:06:49.683288,Viva Real,2650543632,"Apartamento com  Quarto para Aluguel, 92m²","Lagoa da Conceição, Florianópolis - SC",,,Lagoa da Conceição,florianopolis,3000,Mês,250,92,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-lagoa-da-conceicao-bairros-florianopolis-com-garagem-92m2-aluguel-RS3000-id-2650543632/,Armário na cozinha
2812,2023-11-04 19:06:49.685156,Viva Real,2624003916,Apartamento com  Quarto para Venda/Aluguel 39m²,"Rodovia Francisco Magno Vieira - Campeche, Florianópolis - SC",Rodovia Francisco Magno Vieira ,, Campeche,florianopolis,3300,Mês,700,39,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-com-garagem-39m2-venda-RS650000-id-2624003916/,Ar-condicionado; Elevador; Condomínio fechado; Mobiliado
2813,2023-11-04 19:06:49.686983,Viva Real,2636869610,"Sala/Conjunto    para Aluguel, 47m²","Rodovia José Carlos Daux, 5500 - Saco Grande, Florianópolis - SC",Rodovia José Carlos Daux,5500, Saco Grande,florianopolis,2350,Mês,,47,1,,1,https://vivareal.com.br/imovel/sala-comercial-saco-grande-bairros-florianopolis-com-garagem-47m2-aluguel-RS2350-id-2636869610/,Mobiliado; Ar-condicionado; Móvel planejado; Espaço verde / Parque; Armário embutido; ...
2814,2023-11-04 19:06:49.688875,Viva Real,2658375060,"Apartamento com  Quarto para Aluguel, 20m²","Rio Tavares, Florianópolis - SC",,,Rio Tavares,florianopolis,2000,Mês,,20,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-rio-tavares-bairros-florianopolis-com-garagem-20m2-aluguel-RS2000-id-2658375060/,
2815,2023-11-04 19:06:49.691045,Viva Real,2630349015,"Apartamento com  Quarto para Aluguel, 36m²","Rua General Eurico Gaspar Dutra, 726 - Estreito, Florianópolis - SC",Rua General Eurico Gaspar Dutra,726, Estreito,florianopolis,1890,Mês,251,36,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-estreito-bairros-florianopolis-com-garagem-36m2-aluguel-RS1890-id-2630349015/,Elevador; Condomínio fechado; Academia; Área de serviço; Salão de festas; ...
2816,2023-11-04 19:06:49.692938,Viva Real,2655225756,"Apartamento com  Quarto para Aluguel, 34m²","Cachoeira do Bom Jesus, Florianópolis - SC",,,Cachoeira do Bom Jesus,florianopolis,500,Dia,,34,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-cachoeira-do-bom-jesus-bairros-florianopolis-com-garagem-34m2-aluguel-RS500-id-2655225756/,Garagem; TV a cabo; Elevador; Mobiliado
2817,2023-11-04 19:06:49.694762,Viva Real,2665358738,"Casa com 3 Quartos para Aluguel, 149m²","Servidão Maria Tomasia Cabral - Ingleses do Rio Vermelho, Florianópolis - SC",Servidão Maria Tomasia Cabral ,, Ingleses do Rio Vermelho,florianopolis,5500,Mês,,149,4,3,2,https://vivareal.com.br/imovel/casa-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-149m2-aluguel-RS5500-id-2665358738/,Garagem; Piscina; Varanda gourmet; Aceita animais
2818,2023-11-04 19:06:49.696591,Viva Real,2660465324,"Apartamento com  Quarto para Aluguel, 50m²","Carvoeira, Florianópolis - SC",,,Carvoeira,florianopolis,3000,Mês,550,50,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-50m2-aluguel-RS3000-id-2660465324/,Salão de festas; Sala de jantar; Área de serviço; Garagem
2819,2023-11-04 19:06:49.698276,Viva Real,2642641010,Ponto comercial/Loja/Box    para Venda/Aluguel 40m²,"Avenida Prefeito Osmar Cunha - Centro, Florianópolis - SC",Avenida Prefeito Osmar Cunha ,, Centro,florianopolis,1500,Mês,,40,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-40m2-venda-RS380000-id-2642641010/,Elevador; Aceita animais
2820,2023-11-04 19:06:49.700213,Viva Real,2655123719,"Ponto comercial/Loja/Box    para Aluguel, 12m²","Avenida Rio Branco, 404 - Centro, Florianópolis - SC",Avenida Rio Branco,404, Centro,florianopolis,350,Mês,,12,,,1,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-com-garagem-12m2-aluguel-RS350-id-2655123719/,
2821,2023-11-04 19:06:49.701827,Viva Real,2649611952,"Apartamento com  Quarto para Aluguel, 42m²","Rua Murilo Antônio Bortoluzzi, 545 - Canasvieiras, Florianópolis - SC",Rua Murilo Antônio Bortoluzzi,545, Canasvieiras,florianopolis,350,Dia,,42,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-42m2-aluguel-RS350-id-2649611952/,Mobiliado; Churrasqueira; Elevador; Condomínio fechado; Aceita animais; ...
2822,2023-11-04 19:06:49.703648,Viva Real,2651791936,"Apartamento com  Quarto para Aluguel, 74m²","Rua Ranulpho José de Souza Sobrinho - Canasvieiras, Florianópolis - SC",Rua Ranulpho José de Souza Sobrinho ,, Canasvieiras,florianopolis,390,Dia,,74,2,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-com-garagem-74m2-aluguel-RS390-id-2651791936/,Churrasqueira; Varanda; Cozinha; Sala de jantar; Área de serviço
2823,2023-11-04 19:06:49.830891,Viva Real,2662182878,"Apartamento com 2 Quartos para Aluguel, 90m²","Itacorubi, Florianópolis - SC",,,Itacorubi,florianopolis,5000,Mês,600,90,2,2,2,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-90m2-aluguel-RS5000-id-2662182878/,Elevador; Mobiliado
2824,2023-11-04 19:06:49.833246,Viva Real,2660303873,"Apartamento com  Quarto para Aluguel, 25m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,1700,Mês,,25,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-25m2-aluguel-RS1700-id-2660303873/,
2825,2023-11-04 19:06:49.835190,Viva Real,2652002159,"Casa com 2 Quartos para Aluguel, 180m²","Servidão Aparício Sinfronio Pereira - Rio Tavares, Florianópolis - SC",Servidão Aparício Sinfronio Pereira ,, Rio Tavares,florianopolis,6000,Mês,,180,2,2,2,https://vivareal.com.br/imovel/casa-2-quartos-rio-tavares-bairros-florianopolis-com-garagem-180m2-aluguel-RS6000-id-2652002159/,Ar-condicionado; Churrasqueira; Quintal; Aceita animais
2826,2023-11-04 19:06:49.837165,Viva Real,2646401786,"Galpão/Depósito/Armazém    para Aluguel, 750m²","Servidão Waldomiro Torquato Viganico - Rio Tavares, Florianópolis - SC",Servidão Waldomiro Torquato Viganico ,, Rio Tavares,florianopolis,18000,Mês,,750,3,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-rio-tavares-bairros-florianopolis-750m2-aluguel-RS18000-id-2646401786/,
2827,2023-11-04 19:06:49.838990,Viva Real,2575329088,"Casa    para Aluguel, 330m²","Rua Frei Caneca, 490 - Agronômica, Florianópolis - SC",Rua Frei Caneca,490, Agronômica,florianopolis,22000,Mês,,330,5,,4,https://vivareal.com.br/imovel/casa-agronomica-bairros-florianopolis-com-garagem-330m2-aluguel-RS22000-id-2575329088/,Elevador; Copa; Varanda
2828,2023-11-04 19:06:49.841122,Viva Real,2639978752,"Sala/Conjunto    para Aluguel, 70m²","Rua Tenente Silveira, 199 - Centro, Florianópolis - SC",Rua Tenente Silveira,199, Centro,florianopolis,2500,Mês,,70,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-70m2-aluguel-RS2500-id-2639978752/,Copa; Box blindex
2829,2023-11-04 19:06:49.843406,Viva Real,2657450770,"Apartamento com 2 Quartos para Aluguel, 75m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,1500,Dia,1,75,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-jurere-internacional-bairros-florianopolis-com-garagem-75m2-aluguel-RS1500-id-2657450770/,Ar-condicionado; Mobiliado; Cozinha; Lavanderia; Mais de um andar
2830,2023-11-04 19:06:49.845520,Viva Real,2666409449,"Apartamento com 3 Quartos para Aluguel, 188m²","Servidão Laura Duarte Prazeres - Campeche, Florianópolis - SC",Servidão Laura Duarte Prazeres ,, Campeche,florianopolis,7000,Mês,,188,2,3,2,https://vivareal.com.br/imovel/cobertura-3-quartos-campeche-bairros-florianopolis-com-garagem-188m2-aluguel-RS7000-id-2666409449/,Churrasqueira; Aceita animais; Espaço gourmet; Varanda gourmet; Cozinha americana; ...
2831,2023-11-04 19:06:49.847490,Viva Real,2640314684,"Imóvel comercial    para Aluguel, 40m²","Barra da Lagoa, Florianópolis - SC",,,Barra da Lagoa,florianopolis,2050,Mês,,40,1,,,https://vivareal.com.br/imovel/imovel-comercial-barra-da-lagoa-bairros-florianopolis-40m2-aluguel-RS2050-id-2640314684/,
2832,2023-11-04 19:06:49.849364,Viva Real,2553981874,"Lote/Terreno    para Aluguel, 2620m²","Avenida Governador Ivo Silveira, 1327 - Estreito, Florianópolis - SC",Avenida Governador Ivo Silveira,1327, Estreito,florianopolis,12000,Mês,,2620,,,,https://vivareal.com.br/imovel/lote-terreno-estreito-bairros-florianopolis-2620m2-aluguel-RS12000-id-2553981874/,
2833,2023-11-04 19:06:49.851264,Viva Real,2534386607,"Sala/Conjunto    para Aluguel, 100m²","Rua Emílio Blum, 131 - Centro, Florianópolis - SC",Rua Emílio Blum,131, Centro,florianopolis,2500,Mês,,100,1,,2,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-100m2-aluguel-RS2500-id-2534386607/,Elevador; Interfone
2834,2023-11-04 19:06:49.853210,Viva Real,2657392387,"Casa com 3 Quartos para Aluguel, 155m²","Rua Valdemiro Júlio Gonçalves - Carianos, Florianópolis - SC",Rua Valdemiro Júlio Gonçalves ,, Carianos,florianopolis,4600,Mês,,155,4,3,2,https://vivareal.com.br/imovel/sobrado-3-quartos-carianos-bairros-florianopolis-com-garagem-155m2-aluguel-RS4600-id-2657392387/,Churrasqueira; Varanda; Quintal; Aceita animais; Espaço gourmet; ...
2835,2023-11-04 19:06:49.855296,Viva Real,2643898756,"Casa com 6 Quartos para Aluguel, 450m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,2500,Dia,,450,7,6,4,https://vivareal.com.br/imovel/casa-6-quartos-jurere-internacional-bairros-florianopolis-com-garagem-450m2-aluguel-RS2500-id-2643898756/,Mobiliado; Aceita animais; Ar-condicionado; Varanda gourmet; Closet; ...
2836,2023-11-04 19:06:49.857388,Viva Real,2664993432,"Ponto comercial/Loja/Box    para Aluguel, 110m²","Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,7000,Mês,,110,2,,7,https://vivareal.com.br/imovel/ponto-comercial-joao-paulo-bairros-florianopolis-com-garagem-110m2-aluguel-RS7000-id-2664993432/,
2837,2023-11-04 19:06:49.859612,Viva Real,2646760398,"Apartamento com 2 Quartos para Aluguel, 83m²","Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",Rodovia Admar Gonzaga ,, Itacorubi,florianopolis,3100,Mês,650,83,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-83m2-aluguel-RS3100-id-2646760398/,
2838,2023-11-04 19:06:49.861726,Viva Real,2486448106,"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Waldemiro José Carlson, 174 - Canasvieiras, Florianópolis - SC",Rua Waldemiro José Carlson,174, Canasvieiras,florianopolis,250,Dia,,75,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-75m2-aluguel-RS250-id-2486448106/,Piscina; Mobiliado; Churrasqueira; Elevador; Varanda; ...
2839,2023-11-04 19:06:49.863778,Viva Real,2608330440,"Ponto comercial/Loja/Box    para Aluguel, 51m²","Rua Coronel Pedro Demoro, 1777 - Estreito, Florianópolis - SC",Rua Coronel Pedro Demoro,1777, Estreito,florianopolis,3490,Mês,,51,1,,,https://vivareal.com.br/imovel/ponto-comercial-estreito-bairros-florianopolis-51m2-aluguel-RS3490-id-2608330440/,
2840,2023-11-04 19:06:49.865638,Viva Real,2660018270,"Apartamento com 3 Quartos para Aluguel, 126m²","Avenida dos Dourados, 820 - Jurerê Internacional, Florianópolis - SC",Avenida dos Dourados,820, Jurerê Internacional,florianopolis,10000,Mês,1200,126,4,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-jurere-internacional-bairros-florianopolis-com-garagem-126m2-aluguel-RS10000-id-2660018270/,Piscina; Mobiliado; Churrasqueira; Varanda; Ar-condicionado; ...
2841,2023-11-04 19:06:49.867481,Viva Real,2659279579,"Casa com 4 Quartos para Aluguel, 250m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,3500,Dia,,250,5,4,2,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-250m2-aluguel-RS3500-id-2659279579/,Piscina; Churrasqueira; Varanda; Cozinha; Depósito; ...
2842,2023-11-04 19:06:49.869478,Viva Real,2665052722,"Apartamento com 2 Quartos para Aluguel, 72m²","Servidão Feliciano Martins Vieira, 114 - Itacorubi, Florianópolis - SC",Servidão Feliciano Martins Vieira,114, Itacorubi,florianopolis,2700,Mês,582,72,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-72m2-aluguel-RS2700-id-2665052722/,Elevador; Academia; Interfone; Mobiliado; Área de serviço
2843,2023-11-04 19:06:49.871117,Viva Real,2661655060,"Sala/Conjunto    para Aluguel, 47m²","Avenida das Raias - Jurerê Internacional, Florianópolis - SC",Avenida das Raias ,, Jurerê Internacional,florianopolis,6200,Mês,,47,1,,,https://vivareal.com.br/imovel/jurere-internacional-bairros-florianopolis-47m2-aluguel-RS6200-id-2661655060/,Cozinha
2844,2023-11-04 19:06:49.873010,Viva Real,2624278274,"Apartamento com 4 Quartos para Aluguel, 325m²","Avenida Trompowsky - Centro, Florianópolis - SC",Avenida Trompowsky ,, Centro,florianopolis,15000,Mês,3870,325,6,4,4,https://vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-florianopolis-com-garagem-325m2-aluguel-RS15000-id-2624278274/,Elevador; Garagem; Jardim; Salão de festas; Armário na cozinha; ...
2845,2023-11-04 19:06:49.874885,Viva Real,2662652264,"Casa com  Quarto para Aluguel, 90m²","Centro, Florianópolis - SC",,,Centro,florianopolis,5000,Mês,,90,1,1,,https://vivareal.com.br/imovel/casa-1-quartos-centro-bairros-florianopolis-90m2-aluguel-RS5000-id-2662652264/,
2846,2023-11-04 19:06:49.876507,Viva Real,2653424580,"Apartamento com  Quarto para Aluguel, 37m²","Rodovia João Paulo - Joao Paulo, Florianópolis - SC",Rodovia João Paulo ,, Joao Paulo,florianopolis,3800,Mês,500,37,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-joao-paulo-bairros-florianopolis-com-garagem-37m2-aluguel-RS3800-id-2653424580/,Elevador; Salão de festas; Armário na cozinha
2847,2023-11-04 19:06:49.878396,Viva Real,2663796802,"Casa com 2 Quartos para Aluguel, 50m²","Rua Luiz Pasteur - Trindade, Florianópolis - SC",Rua Luiz Pasteur ,, Trindade,florianopolis,1750,Mês,,50,1,2,,https://vivareal.com.br/imovel/casa-2-quartos-trindade-bairros-florianopolis-50m2-aluguel-RS1750-id-2663796802/,
2848,2023-11-04 19:06:49.880452,Viva Real,2475359914,Casa com 7 Quartos à Venda/Aluguel 1100m²,"Rua das Tibiras - Jurerê Internacional, Florianópolis - SC",Rua das Tibiras ,, Jurerê Internacional,florianopolis,7000,Dia,,1100,6,7,6,https://vivareal.com.br/imovel/casa-7-quartos-jurere-internacional-bairros-florianopolis-com-garagem-1100m2-venda-RS12000000-id-2475359914/,Ar-condicionado; Mobiliado
2849,2023-11-04 19:06:49.882735,Viva Real,2659836454,"Apartamento com 3 Quartos para Aluguel, 114m²","Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,5600,Mês,980,114,2,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-joao-paulo-bairros-florianopolis-com-garagem-114m2-aluguel-RS5600-id-2659836454/,Piscina; Elevador; Varanda; Área de serviço; Quadra poliesportiva; ...
2850,2023-11-04 19:06:49.884663,Viva Real,2647331455,"Cobertura com 3 Quartos para Aluguel, 208m²","Rua Lázaro de Oliveira Souza - Ingleses Norte, Florianópolis - SC",Rua Lázaro de Oliveira Souza ,, Ingleses Norte,florianopolis,1000,Dia,,208,3,3,2,https://vivareal.com.br/imovel/cobertura-3-quartos-ingleses-norte-bairros-florianopolis-com-garagem-208m2-aluguel-RS1000-id-2647331455/,Piscina; Mobiliado; Churrasqueira; Elevador; Varanda; ...
2851,2023-11-04 19:06:49.886528,Viva Real,2554409582,"Sala/Conjunto    para Aluguel, 33m²","Avenida Prefeito Osmar Cunha - Centro, Florianópolis - SC",Avenida Prefeito Osmar Cunha ,, Centro,florianopolis,840,Mês,,33,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-33m2-aluguel-RS840-id-2554409582/,Elevador
2852,2023-11-04 19:06:49.888315,Viva Real,2663233832,"Casa de condomínio com 2 Quartos para Aluguel, 72m²","Rua dos Coroas - Barra da Lagoa, Florianópolis - SC",Rua dos Coroas ,, Barra da Lagoa,florianopolis,2800,Mês,300,72,1,2,1,https://vivareal.com.br/imovel/casa-de-condominio-2-quartos-barra-da-lagoa-bairros-florianopolis-com-garagem-72m2-aluguel-RS2800-id-2663233832/,Espaço gourmet; Garagem; Lavanderia; Mobiliado; Varanda gourmet
2853,2023-11-04 19:06:49.890210,Viva Real,2649994066,"Apartamento com  Quarto para Aluguel, 35m²","Carvoeira, Florianópolis - SC",,,Carvoeira,florianopolis,1800,Mês,,35,2,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-35m2-aluguel-RS1800-id-2649994066/,Mobiliado
2854,2023-11-04 19:06:49.892474,Viva Real,2655334766,"Apartamento com 2 Quartos para Aluguel, 70m²","Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",Rodovia Amaro Antônio Vieira ,, Itacorubi,florianopolis,2530,Mês,550,70,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-70m2-aluguel-RS2530-id-2655334766/,
2855,2023-11-04 19:06:49.894552,Viva Real,2663129472,"Casa com 3 Quartos para Aluguel, 115m²","Rua Jornalista Beto Stodieck - Barra da Lagoa, Florianópolis - SC",Rua Jornalista Beto Stodieck ,, Barra da Lagoa,florianopolis,5600,Mês,,115,3,3,1,https://vivareal.com.br/imovel/casa-3-quartos-barra-da-lagoa-bairros-florianopolis-com-garagem-115m2-aluguel-RS5600-id-2663129472/,
2856,2023-11-04 19:06:49.896405,Viva Real,2638594525,"Casa com 3 Quartos para Aluguel, 270m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,6800,Mês,,270,2,3,2,https://vivareal.com.br/imovel/casa-3-quartos-campeche-bairros-florianopolis-com-garagem-270m2-aluguel-RS6800-id-2638594525/,Varanda; Churrasqueira; Vista exterior; Lareira; Quintal
2857,2023-11-04 19:06:49.898483,Viva Real,2624534022,"Ponto comercial/Loja/Box    para Aluguel, 114m²","Rua São João Batista, 109 - Agronômica, Florianópolis - SC",Rua São João Batista,109, Agronômica,florianopolis,7500,Mês,,114,,,,https://vivareal.com.br/imovel/ponto-comercial-agronomica-bairros-florianopolis-114m2-aluguel-RS7500-id-2624534022/,Vista para o mar
2858,2023-11-04 19:06:49.900488,Viva Real,2652747174,"Casa com 4 Quartos para Aluguel, 500m²","Rua São Miguel - Joao Paulo, Florianópolis - SC",Rua São Miguel ,, Joao Paulo,florianopolis,7910,Mês,,500,3,4,4,https://vivareal.com.br/imovel/casa-4-quartos-joao-paulo-bairros-florianopolis-com-garagem-500m2-aluguel-RS7910-id-2652747174/,Piscina; Mobiliado; Churrasqueira; Quintal; Aceita animais; ...
2859,2023-11-04 19:06:50.031241,Viva Real,2666236901,"Sala/Conjunto    para Aluguel, 63m²","Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,3753,Mês,,63,1,,1,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-com-garagem-63m2-aluguel-RS3753-id-2666236901/,Escritório; Garagem
2860,2023-11-04 19:06:50.033614,Viva Real,2666502893,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Prefeito Rogério Vieira - Estreito, Florianópolis - SC",Rua Prefeito Rogério Vieira ,, Estreito,florianopolis,1350,Mês,185,50,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-estreito-bairros-florianopolis-com-garagem-50m2-aluguel-RS1350-id-2666502893/,Garagem; Cozinha
2861,2023-11-04 19:06:50.035634,Viva Real,2666575507,"Apartamento com 3 Quartos para Aluguel, 102m²","Saco Grande, Florianópolis - SC",,,Saco Grande,florianopolis,3900,Mês,1085,102,3,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-saco-grande-bairros-florianopolis-com-garagem-102m2-aluguel-RS3900-id-2666575507/,Elevador; Condomínio fechado; Jardim; Playground; Salão de festas; ...
2862,2023-11-04 19:06:50.037592,Viva Real,2666237606,"Sala/Conjunto    para Aluguel, 46m²","Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,3000,Mês,,46,1,,1,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-com-garagem-46m2-aluguel-RS3000-id-2666237606/,Escritório; Garagem
2863,2023-11-04 19:06:50.039737,Viva Real,2666359101,"Casa com 2 Quartos para Aluguel, 64m²","Rua Padre Schrader - Agronômica, Florianópolis - SC",Rua Padre Schrader ,, Agronômica,florianopolis,2450,Mês,,64,2,2,1,https://vivareal.com.br/imovel/casa-2-quartos-agronomica-bairros-florianopolis-com-garagem-64m2-aluguel-RS2450-id-2666359101/,Portão eletrônico; Aceita animais; Ar-condicionado
